licitacao_id,municipio,ano,objeto,valor_contrato,modalidade,empresa_vencedora,cnpj_vencedora,socio_principal,endereco_empresa,numero_participantes,status
LIC-01283,Município 100,2020,Aquisição de equipamentos,222993.95,Tomada de Preços,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",5,Em execução
LIC-01284,Município 100,2021,Construção de escola,241224.9,Concorrência,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",5,Em execução
LIC-01285,Município 100,2020,Limpeza urbana,260688.18,Tomada de Preços,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",5,Em execução
LIC-01286,Município 101,2023,Aquisição de equipamentos,105819.24,Tomada de Preços,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",2,Atrasado
LIC-01287,Município 101,2021,Serviços de consultoria,401311.35,Tomada de Preços,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",2,Em execução
LIC-01288,Município 101,2020,Serviços de consultoria,53619.12,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Em execução
LIC-01289,Município 101,2022,Material didático,64075.33,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01290,Município 101,2021,Serviços de consultoria,50585.97,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Atrasado
LIC-01291,Município 101,2021,Aquisição de equipamentos,496189.59,Tomada de Preços,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01292,Município 101,2021,Construção de escola,50680.7,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01293,Município 101,2023,Material didático,78440.32,Dispensa,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01294,Município 101,2022,Reforma de UBS,63294.11,Dispensa,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",1,Concluído
LIC-01295,Município 101,2021,Limpeza urbana,59318.89,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",3,Em execução
LIC-01296,Município 101,2023,Fornecimento de merenda,58585.0,Dispensa,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01297,Município 101,2020,Pavimentação de via,118889.21,Pregão,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",2,Atrasado
LIC-01298,Município 101,2020,Serviços de consultoria,59770.18,Dispensa,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",1,Concluído
LIC-01299,Município 101,2021,Material didático,91750.09,Tomada de Preços,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",2,Atrasado
LIC-01300,Município 101,2021,Fornecimento de merenda,379019.72,Tomada de Preços,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",1,Em execução
LIC-01301,Município 101,2023,Fornecimento de merenda,235826.56,Pregão,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01302,Município 101,2020,Limpeza urbana,55441.55,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",1,Concluído
LIC-01303,Município 101,2022,Manutenção predial,362818.0,Pregão,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01304,Município 101,2021,Limpeza urbana,50930.4,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Concluído
LIC-01305,Município 101,2021,Reforma de UBS,238451.0,Pregão,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01306,Município 101,2020,Serviços de consultoria,62631.69,Dispensa,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",2,Concluído
LIC-01307,Município 101,2020,Serviços de consultoria,364903.82,Pregão,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",1,Concluído
LIC-01308,Município 101,2020,Pavimentação de via,75663.75,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",3,Em execução
LIC-01309,Município 101,2022,Construção de escola,60299.85,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01310,Município 101,2020,Pavimentação de via,456469.18,Tomada de Preços,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01311,Município 102,2023,Material didático,54171.69,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Concluído
LIC-01312,Município 102,2023,Reforma de UBS,78816.18,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Atrasado
LIC-01313,Município 102,2023,Aquisição de equipamentos,56986.42,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",1,Concluído
LIC-01314,Município 102,2023,Reforma de UBS,78903.55,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Em execução
LIC-01315,Município 102,2021,Pavimentação de via,153661.35,Pregão,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Concluído
LIC-01316,Município 102,2023,Material didático,53490.97,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",3,Concluído
LIC-01317,Município 102,2021,Transporte escolar,63593.11,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",1,Concluído
LIC-01318,Município 102,2022,Fornecimento de merenda,54081.5,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Atrasado
LIC-01319,Município 102,2020,Transporte escolar,123388.91,Tomada de Preços,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01320,Município 102,2021,Fornecimento de merenda,53273.8,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01321,Município 102,2023,Aquisição de equipamentos,55485.53,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Atrasado
LIC-01322,Município 102,2023,Manutenção predial,257301.81,Pregão,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01323,Município 102,2023,Manutenção predial,51099.43,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",2,Concluído
LIC-01324,Município 102,2022,Serviços de consultoria,199016.01,Tomada de Preços,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",3,Concluído
LIC-01325,Município 102,2020,Pavimentação de via,56815.45,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",1,Em execução
LIC-01326,Município 102,2020,Fornecimento de merenda,68465.56,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01327,Município 102,2022,Fornecimento de merenda,76414.95,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Em execução
LIC-01328,Município 102,2022,Material didático,50630.52,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",3,Atrasado
LIC-01329,Município 102,2020,Pavimentação de via,72647.49,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Atrasado
LIC-01330,Município 102,2020,Construção de escola,76506.27,Dispensa,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",1,Concluído
LIC-01331,Município 102,2022,Manutenção predial,77302.84,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",3,Concluído
LIC-01332,Município 102,2023,Serviços de consultoria,478971.36,Tomada de Preços,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Concluído
LIC-01333,Município 102,2023,Pavimentação de via,60520.8,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",1,Em execução
LIC-01334,Município 102,2022,Pavimentação de via,297800.51,Pregão,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",2,Concluído
LIC-01335,Município 102,2021,Material didático,445200.83,Tomada de Preços,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01336,Município 103,2023,Serviços de consultoria,54960.96,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",3,Concluído
LIC-01337,Município 103,2021,Aquisição de equipamentos,70938.68,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",2,Atrasado
LIC-01338,Município 103,2021,Serviços de consultoria,50202.09,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Atrasado
LIC-01339,Município 103,2020,Reforma de UBS,75535.44,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",3,Concluído
LIC-01340,Município 103,2020,Reforma de UBS,76022.51,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Atrasado
LIC-01341,Município 103,2020,Material didático,405489.8,Pregão,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Em execução
LIC-01342,Município 103,2022,Aquisição de equipamentos,65795.83,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Atrasado
LIC-01343,Município 103,2023,Limpeza urbana,73550.52,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",3,Concluído
LIC-01344,Município 103,2022,Pavimentação de via,282480.12,Pregão,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",2,Atrasado
LIC-01345,Município 103,2022,Fornecimento de merenda,58739.16,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",1,Concluído
LIC-01346,Município 103,2022,Construção de escola,468133.56,Pregão,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Atrasado
LIC-01347,Município 103,2020,Reforma de UBS,360064.89,Pregão,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",2,Em execução
LIC-01348,Município 103,2021,Material didático,370371.02,Tomada de Preços,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",2,Concluído
LIC-01349,Município 103,2020,Reforma de UBS,74811.79,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Em execução
LIC-01350,Município 103,2020,Transporte escolar,73368.01,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",3,Atrasado
LIC-01351,Município 103,2022,Reforma de UBS,55888.03,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",3,Concluído
LIC-01352,Município 103,2022,Transporte escolar,69894.82,Dispensa,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",3,Em execução
LIC-01353,Município 103,2020,Limpeza urbana,236343.25,Tomada de Preços,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01354,Município 103,2022,Fornecimento de merenda,59764.79,Dispensa,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",3,Concluído
LIC-01355,Município 103,2020,Reforma de UBS,75017.99,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01356,Município 103,2020,Material didático,249543.11,Tomada de Preços,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",1,Concluído
LIC-01357,Município 103,2022,Material didático,53114.0,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",2,Atrasado
LIC-01358,Município 103,2023,Reforma de UBS,320288.87,Tomada de Preços,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01359,Município 103,2021,Fornecimento de merenda,433799.73,Pregão,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",3,Atrasado
LIC-01360,Município 103,2023,Pavimentação de via,314003.27,Tomada de Preços,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",3,Concluído
LIC-01361,Município 103,2022,Serviços de consultoria,62453.87,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",2,Atrasado
LIC-01362,Município 103,2021,Fornecimento de merenda,210246.81,Tomada de Preços,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Atrasado
LIC-01363,Município 103,2023,Limpeza urbana,63805.61,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01364,Município 103,2021,Pavimentação de via,435656.83,Tomada de Preços,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",3,Atrasado
LIC-01365,Município 104,2021,Limpeza urbana,288330.08,Tomada de Preços,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Em execução
LIC-01366,Município 104,2022,Manutenção predial,105792.59,Tomada de Preços,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",3,Em execução
LIC-01367,Município 104,2023,Fornecimento de merenda,63822.35,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Atrasado
LIC-01368,Município 104,2022,Pavimentação de via,52343.85,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Concluído
LIC-01369,Município 104,2022,Reforma de UBS,72701.48,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",3,Concluído
LIC-01370,Município 104,2023,Limpeza urbana,52649.4,Dispensa,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",2,Concluído
LIC-01371,Município 104,2022,Fornecimento de merenda,54395.89,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Atrasado
LIC-01372,Município 104,2023,Fornecimento de merenda,363867.94,Tomada de Preços,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",2,Concluído
LIC-01373,Município 104,2020,Serviços de consultoria,156868.27,Pregão,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",2,Concluído
LIC-01374,Município 104,2022,Transporte escolar,226357.41,Tomada de Preços,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Em execução
LIC-01375,Município 104,2021,Material didático,56360.82,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01376,Município 104,2023,Material didático,392514.72,Pregão,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",1,Concluído
LIC-01377,Município 104,2022,Pavimentação de via,50765.77,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",2,Concluído
LIC-01378,Município 104,2020,Material didático,54884.89,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",3,Em execução
LIC-01379,Município 104,2023,Manutenção predial,59949.57,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Concluído
LIC-01380,Município 104,2023,Serviços de consultoria,57262.7,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01381,Município 104,2020,Construção de escola,73994.59,Dispensa,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",2,Atrasado
LIC-01382,Município 104,2023,Reforma de UBS,64576.85,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",2,Concluído
LIC-01383,Município 104,2023,Manutenção predial,69266.82,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01384,Município 104,2023,Material didático,216641.09,Tomada de Preços,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01385,Município 104,2022,Material didático,74797.62,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",3,Concluído
LIC-01386,Município 104,2020,Serviços de consultoria,62955.2,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01387,Município 104,2023,Serviços de consultoria,62459.64,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Concluído
LIC-01388,Município 104,2021,Reforma de UBS,73343.64,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01389,Município 104,2020,Pavimentação de via,234043.57,Pregão,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Em execução
LIC-01390,Município 104,2022,Material didático,464632.39,Pregão,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Atrasado
LIC-01391,Município 104,2023,Reforma de UBS,420313.77,Tomada de Preços,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",3,Concluído
LIC-01392,Município 104,2022,Material didático,51606.03,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",1,Atrasado
LIC-01393,Município 104,2022,Transporte escolar,71578.81,Dispensa,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",2,Concluído
LIC-01394,Município 104,2021,Fornecimento de merenda,219446.56,Pregão,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Concluído
LIC-01395,Município 104,2021,Reforma de UBS,67431.04,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",3,Atrasado
LIC-01396,Município 104,2021,Manutenção predial,412442.47,Tomada de Preços,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",3,Concluído
LIC-01397,Município 104,2020,Manutenção predial,70367.47,Dispensa,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",2,Atrasado
LIC-01398,Município 104,2023,Material didático,354493.53,Tomada de Preços,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Concluído
LIC-01399,Município 104,2023,Transporte escolar,221007.52,Pregão,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",3,Concluído
LIC-01400,Município 104,2020,Construção de escola,332418.55,Pregão,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",2,Concluído
LIC-01401,Município 104,2020,Manutenção predial,54027.77,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",3,Em execução
LIC-01402,Município 104,2021,Serviços de consultoria,395368.54,Tomada de Preços,Consultoria Alfa,12.345.681/0001-04,Ana Almeida,"Rua Fictícia, 100",3,Em execução
LIC-01403,Município 105,2021,Construção de escola,55112.81,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",1,Atrasado
LIC-01404,Município 105,2023,Fornecimento de merenda,364837.76,Tomada de Preços,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01405,Município 105,2022,Transporte escolar,70659.76,Dispensa,Empreendimentos JK,12.345.680/0001-03,José Almeida Jr,"Rua Fictícia, 102",2,Atrasado
LIC-01406,Município 105,2021,Limpeza urbana,77742.45,Dispensa,Serviços XYZ ME,12.345.679/0001-02,Maria Almeida,"Rua Fictícia, 100",3,Atrasado
LIC-01407,Município 105,2020,Limpeza urbana,253319.73,Tomada de Preços,Construtora ABC Ltda,12.345.678/0001-01,José Almeida,"Rua Fictícia, 100",1,Concluído
